date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-12-13,Ecuador,Germany,0,0,WC Qualifier,Home City,Ecuador,false
2024-01-17,Ivory Coast,Croatia,0,1,World Cup,Sydney,Ivory Coast,true
2021-03-01,USA,Algeria,3,0,Continental Cup,Home City,USA,false
2020-06-14,Jamaica,Austria,1,0,World Cup,Sydney,Jamaica,true
2020-07-13,Paraguay,United Arab Emirates,2,0,Friendly,Home City,Paraguay,false
2018-09-23,Argentina,Jamaica,6,1,Continental Cup,Home City,Argentina,false
2018-12-20,Peru,Norway,0,2,Nations League,Home City,Peru,false
2022-08-14,Algeria,Morocco,3,2,Continental Cup,Home City,Algeria,false
2021-07-27,Algeria,Portugal,1,1,Nations League,Home City,Algeria,false
2018-12-15,Italy,Belgium,1,2,WC Qualifier,Home City,Italy,false
2026-05-18,Spain,Australia,0,0,Friendly,Home City,Spain,false
2018-07-31,England,Panama,5,1,Continental Cup,Home City,England,false
2023-12-22,Iran,Norway,0,0,World Cup,Madrid,Iran,true
2020-10-23,Argentina,Egypt,2,0,Friendly,Home City,Argentina,false
2025-06-06,Austria,Egypt,2,1,Nations League,Home City,Austria,false
2019-04-23,Serbia,Iraq,2,0,WC Qualifier,Home City,Serbia,false
2024-05-04,New Zealand,Colombia,1,0,Friendly,Home City,New Zealand,false
2023-08-01,Sweden,Jamaica,3,0,Continental Cup,Home City,Sweden,false
2018-06-19,Switzerland,Algeria,3,1,World Cup,Sydney,Switzerland,true
2019-02-01,United Arab Emirates,Germany,1,4,WC Qualifier,Home City,United Arab Emirates,false
2025-07-02,South Korea,Croatia,1,1,Nations League,Home City,South Korea,false
2020-09-14,France,Brazil,1,1,Continental Cup,Home City,France,false
2026-05-08,Algeria,France,0,1,WC Qualifier,Home City,Algeria,false
2022-11-01,USA,Australia,1,3,World Cup,Doha,USA,true
2025-03-23,Japan,Belgium,0,0,Friendly,Home City,Japan,false
2021-07-28,Sweden,Costa Rica,2,0,Continental Cup,Home City,Sweden,false
2021-05-26,Colombia,Canada,5,0,Nations League,Home City,Colombia,false
2024-03-27,Serbia,Denmark,1,0,Nations League,Home City,Serbia,false
2021-07-01,South Korea,Mexico,3,2,Continental Cup,Home City,South Korea,false
2023-11-06,Spain,Italy,1,1,Nations League,Home City,Spain,false
2023-06-09,Qatar,Norway,3,1,Friendly,Home City,Qatar,false
2022-01-16,Brazil,Wales,5,1,WC Qualifier,Home City,Brazil,false
2019-01-20,Sweden,Brazil,0,2,Continental Cup,Home City,Sweden,false
2025-10-04,Wales,USA,1,1,Friendly,Home City,Wales,false
2018-03-29,Iran,Ecuador,1,1,Nations League,Home City,Iran,false
2025-08-01,Jamaica,Saudi Arabia,2,3,World Cup,Berlin,Jamaica,true
2023-02-16,Morocco,Argentina,0,2,WC Qualifier,Home City,Morocco,false
2021-07-22,Wales,England,0,1,World Cup,Madrid,Wales,true
2018-12-18,Belgium,Norway,4,2,Friendly,Home City,Belgium,false
2026-01-26,Wales,Argentina,0,3,Nations League,Home City,Wales,false
2023-03-10,United Arab Emirates,Panama,4,1,WC Qualifier,Home City,United Arab Emirates,false
2020-01-02,Senegal,Spain,2,1,WC Qualifier,Home City,Senegal,false
2022-10-24,Jamaica,Portugal,0,3,Friendly,Home City,Jamaica,false
2019-01-07,Belgium,Netherlands,0,0,Friendly,Home City,Belgium,false
2024-11-20,Ecuador,Iran,1,0,Nations League,Home City,Ecuador,false
2018-05-10,Argentina,USA,5,0,WC Qualifier,Home City,Argentina,false
2018-04-12,Wales,Netherlands,0,0,Friendly,Home City,Wales,false
2024-08-01,Portugal,Germany,0,2,Continental Cup,Home City,Portugal,false
2021-12-28,Canada,Argentina,0,3,Continental Cup,Home City,Canada,false
2018-02-28,Tunisia,Paraguay,2,0,Friendly,Home City,Tunisia,false
2023-12-18,Spain,Norway,3,0,Continental Cup,Home City,Spain,false
2026-04-20,England,Qatar,5,1,Nations League,Home City,England,false
2025-04-10,Ecuador,Switzerland,1,2,WC Qualifier,Home City,Ecuador,false
2023-05-12,Iran,South Africa,1,0,Continental Cup,Home City,Iran,false
2026-03-27,Serbia,Panama,1,0,Nations League,Home City,Serbia,false
2022-06-02,Mexico,Costa Rica,1,0,Friendly,Home City,Mexico,false
2026-02-14,Italy,England,2,1,Friendly,Home City,Italy,false
2023-02-25,Brazil,Iraq,4,0,Continental Cup,Home City,Brazil,false
2020-12-25,USA,Senegal,0,1,World Cup,Sydney,USA,true
2019-12-08,Wales,Paraguay,1,1,Continental Cup,Home City,Wales,false
2021-12-06,Chile,Senegal,2,1,Continental Cup,Home City,Chile,false
2018-12-10,Egypt,Costa Rica,4,2,WC Qualifier,Home City,Egypt,false
2018-06-08,Panama,Canada,0,2,WC Qualifier,Home City,Panama,false
2020-10-14,Spain,Serbia,3,0,World Cup,Paris,Spain,true
2019-09-06,Colombia,Mexico,1,0,Continental Cup,Home City,Colombia,false
2023-03-21,Tunisia,South Korea,4,4,Continental Cup,Home City,Tunisia,false
2020-06-19,Nigeria,Tunisia,2,1,Continental Cup,Home City,Nigeria,false
2018-03-23,Cameroon,Qatar,0,4,World Cup,London,Cameroon,true
2018-10-23,Iran,Portugal,0,3,WC Qualifier,Home City,Iran,false
2019-07-02,Morocco,Canada,0,0,WC Qualifier,Home City,Morocco,false
2020-03-15,Italy,Argentina,0,1,WC Qualifier,Home City,Italy,false
2022-03-25,Ivory Coast,Iran,1,1,Nations League,Home City,Ivory Coast,false
2025-04-02,Germany,Mexico,2,0,Continental Cup,Home City,Germany,false
2024-08-14,Cameroon,France,0,3,World Cup,London,Cameroon,true
2024-04-27,Paraguay,Iran,1,2,Nations League,Home City,Paraguay,false
2021-11-19,Portugal,Brazil,0,0,Friendly,Home City,Portugal,false
2020-03-31,USA,Jamaica,2,0,Nations League,Home City,USA,false
2023-10-13,Norway,Ecuador,3,2,WC Qualifier,Home City,Norway,false
2025-06-25,Serbia,Brazil,0,2,Nations League,Home City,Serbia,false
2025-09-30,Tunisia,Ivory Coast,0,0,World Cup,Paris,Tunisia,true
2024-12-02,Italy,Japan,2,0,Continental Cup,Home City,Italy,false
2023-05-20,Serbia,Argentina,0,3,Nations League,Home City,Serbia,false
2025-07-09,Denmark,Iran,0,1,Nations League,Home City,Denmark,false
2021-02-10,Australia,Serbia,4,1,WC Qualifier,Home City,Australia,false
2019-03-04,South Korea,Senegal,2,0,Friendly,Home City,South Korea,false
2021-03-28,Qatar,USA,0,1,Continental Cup,Home City,Qatar,false
2023-11-08,Morocco,Netherlands,2,2,Friendly,Home City,Morocco,false
2022-05-27,New Zealand,South Africa,3,3,World Cup,Sydney,New Zealand,true
2018-07-18,New Zealand,USA,0,2,Continental Cup,Home City,New Zealand,false
2025-09-19,Netherlands,Wales,2,1,Continental Cup,Home City,Netherlands,false
2023-10-15,Panama,Qatar,3,1,Continental Cup,Home City,Panama,false
2021-08-20,Panama,Jamaica,3,2,World Cup,New York,Panama,true
2025-06-24,France,Nigeria,3,0,World Cup,Madrid,France,true
2019-09-29,Nigeria,Egypt,2,1,Continental Cup,Home City,Nigeria,false
2026-03-16,Argentina,Mexico,4,0,WC Qualifier,Home City,Argentina,false
2021-06-14,Morocco,Serbia,6,1,Continental Cup,Home City,Morocco,false
2022-07-28,Croatia,Brazil,1,4,Continental Cup,Home City,Croatia,false
2025-03-27,South Africa,Uruguay,1,1,WC Qualifier,Home City,South Africa,false
2022-02-12,Cameroon,Italy,1,1,Continental Cup,Home City,Cameroon,false
2021-08-26,Canada,Italy,1,1,WC Qualifier,Home City,Canada,false
2018-10-02,Tunisia,United Arab Emirates,3,0,WC Qualifier,Home City,Tunisia,false
2026-04-26,Morocco,France,2,2,WC Qualifier,Home City,Morocco,false
2023-04-03,Argentina,Sweden,2,0,Nations League,Home City,Argentina,false
2022-05-05,Egypt,Argentina,1,3,Continental Cup,Home City,Egypt,false
2018-12-10,United Arab Emirates,Paraguay,2,0,Friendly,Home City,United Arab Emirates,false
2025-12-30,South Africa,France,1,2,WC Qualifier,Home City,South Africa,false
2018-08-16,Paraguay,Brazil,0,3,Nations League,Home City,Paraguay,false
2023-03-13,Brazil,South Korea,4,1,Continental Cup,Home City,Brazil,false
2024-04-19,Germany,Sweden,6,0,Friendly,Home City,Germany,false
2023-07-26,Chile,Norway,0,3,Continental Cup,Home City,Chile,false
2023-01-24,Mexico,Norway,3,2,WC Qualifier,Home City,Mexico,false
2019-06-24,South Africa,Serbia,3,0,Nations League,Home City,South Africa,false
2018-06-29,Austria,Serbia,4,1,WC Qualifier,Home City,Austria,false
2025-05-23,Germany,Sweden,4,0,World Cup,Berlin,Germany,true
2021-04-24,Italy,Jamaica,2,1,Nations League,Home City,Italy,false
2019-11-08,Costa Rica,Iran,2,3,World Cup,Sydney,Costa Rica,true
2022-04-03,Japan,Netherlands,0,1,Nations League,Home City,Japan,false
2020-04-02,Iraq,Uruguay,0,3,Continental Cup,Home City,Iraq,false
2018-01-29,South Korea,Spain,1,2,Friendly,Home City,South Korea,false
2026-05-13,Qatar,Canada,1,1,Nations League,Home City,Qatar,false
2024-12-20,Serbia,Chile,1,0,WC Qualifier,Home City,Serbia,false
2021-11-19,Mexico,Jamaica,1,0,Nations League,Home City,Mexico,false
2022-05-09,Austria,Jamaica,3,0,WC Qualifier,Home City,Austria,false
2025-08-05,England,Egypt,4,0,Continental Cup,Home City,England,false
2025-09-20,Qatar,Australia,2,0,Continental Cup,Home City,Qatar,false
2019-05-10,Algeria,Canada,2,1,World Cup,Paris,Algeria,true
2023-01-20,Costa Rica,Croatia,1,3,Continental Cup,Home City,Costa Rica,false
2023-08-07,Australia,Denmark,2,1,WC Qualifier,Home City,Australia,false
2025-08-28,Colombia,Ecuador,1,0,World Cup,New York,Colombia,true
2025-04-02,Colombia,Nigeria,2,0,WC Qualifier,Home City,Colombia,false
2022-11-13,Algeria,Brazil,0,2,World Cup,Doha,Algeria,true
2026-03-02,Italy,Brazil,0,0,World Cup,New York,Italy,true
2021-05-11,Algeria,Chile,3,1,Nations League,Home City,Algeria,false
2021-10-01,Qatar,South Africa,1,3,Friendly,Home City,Qatar,false
2019-03-01,Japan,South Korea,0,0,Friendly,Home City,Japan,false
2022-09-04,Switzerland,Serbia,3,1,World Cup,New York,Switzerland,true
2025-01-06,Tunisia,Chile,2,0,World Cup,Doha,Tunisia,true
2019-12-21,South Africa,Canada,0,1,Friendly,Home City,South Africa,false
2024-09-07,Costa Rica,Sweden,2,1,World Cup,New York,Costa Rica,true
2026-03-02,England,Germany,1,1,WC Qualifier,Home City,England,false
2024-10-06,Qatar,Nigeria,1,1,WC Qualifier,Home City,Qatar,false
2019-02-22,Iran,Peru,4,0,Continental Cup,Home City,Iran,false
2020-07-11,Cameroon,Croatia,2,0,WC Qualifier,Home City,Cameroon,false
2021-05-29,Brazil,Panama,4,0,Friendly,Home City,Brazil,false
2020-12-15,Peru,Saudi Arabia,4,1,World Cup,Dubai,Peru,true
2020-03-31,Costa Rica,Canada,2,1,WC Qualifier,Home City,Costa Rica,false
2021-10-22,Iraq,Spain,0,4,WC Qualifier,Home City,Iraq,false
2022-11-04,Denmark,Germany,1,0,Nations League,Home City,Denmark,false
2019-10-04,Mexico,Colombia,3,1,WC Qualifier,Home City,Mexico,false
2022-05-31,Panama,Colombia,2,1,Friendly,Home City,Panama,false
2026-02-18,Portugal,South Africa,2,0,World Cup,Doha,Portugal,true
2025-04-03,Portugal,Australia,1,2,World Cup,Madrid,Portugal,true
2023-08-05,Switzerland,Cameroon,0,0,World Cup,Madrid,Switzerland,true
2023-11-30,Germany,Egypt,0,0,World Cup,New York,Germany,true
2025-11-08,Denmark,Morocco,1,0,WC Qualifier,Home City,Denmark,false
2025-04-05,Iraq,Algeria,1,1,World Cup,Dubai,Iraq,true
2021-09-07,Ecuador,Nigeria,1,1,World Cup,London,Ecuador,true
2019-06-09,Jamaica,Argentina,1,5,World Cup,Dubai,Jamaica,true
2019-05-21,Italy,Algeria,3,0,Nations League,Home City,Italy,false
2023-03-03,Qatar,Germany,1,1,WC Qualifier,Home City,Qatar,false
2018-05-30,Switzerland,United Arab Emirates,3,0,WC Qualifier,Home City,Switzerland,false
2025-05-20,United Arab Emirates,Sweden,0,0,WC Qualifier,Home City,United Arab Emirates,false
2020-09-29,Australia,England,0,3,Continental Cup,Home City,Australia,false
2019-10-03,Australia,Algeria,3,1,Friendly,Home City,Australia,false
2018-02-26,Netherlands,Nigeria,5,2,World Cup,New York,Netherlands,true
2023-09-03,Japan,Morocco,0,0,Continental Cup,Home City,Japan,false
2023-01-26,Algeria,Australia,0,2,WC Qualifier,Home City,Algeria,false
2022-09-11,United Arab Emirates,Netherlands,1,1,Friendly,Home City,United Arab Emirates,false
2023-07-18,Senegal,Morocco,2,2,World Cup,Berlin,Senegal,true
2019-06-05,Uruguay,South Korea,1,1,WC Qualifier,Home City,Uruguay,false
2025-06-08,New Zealand,United Arab Emirates,1,2,Continental Cup,Home City,New Zealand,false
2020-10-21,Panama,Switzerland,0,3,World Cup,London,Panama,true
2021-06-04,Norway,South Korea,2,1,Friendly,Home City,Norway,false
2020-06-25,Colombia,Ecuador,3,0,WC Qualifier,Home City,Colombia,false
2024-07-15,Wales,Brazil,0,1,WC Qualifier,Home City,Wales,false
2024-06-03,Austria,Algeria,2,1,Friendly,Home City,Austria,false
2021-02-18,Portugal,Spain,0,2,Continental Cup,Home City,Portugal,false
2023-03-01,Spain,Morocco,2,1,WC Qualifier,Home City,Spain,false
2024-09-21,France,Spain,2,0,World Cup,Dubai,France,true
2022-01-27,Ecuador,United Arab Emirates,2,3,Continental Cup,Home City,Ecuador,false
2018-02-23,Argentina,Chile,2,0,Nations League,Home City,Argentina,false
2023-09-20,Iraq,USA,0,2,Continental Cup,Home City,Iraq,false
2020-02-14,Sweden,Jamaica,5,1,Nations League,Home City,Sweden,false
2019-12-22,Iraq,Wales,0,2,World Cup,Doha,Iraq,true
2022-06-08,Serbia,Italy,2,2,Continental Cup,Home City,Serbia,false
2025-07-21,Iraq,England,0,3,Nations League,Home City,Iraq,false
2026-03-06,Norway,Morocco,0,1,World Cup,Madrid,Norway,true
2023-06-27,Japan,Argentina,1,1,Continental Cup,Home City,Japan,false
2019-12-07,England,Paraguay,1,0,WC Qualifier,Home City,England,false
2019-10-08,Japan,Tunisia,2,1,Continental Cup,Home City,Japan,false
2018-02-22,Switzerland,Sweden,3,2,Nations League,Home City,Switzerland,false
2019-07-10,Algeria,Canada,1,3,Nations League,Home City,Algeria,false
2026-03-15,Japan,Peru,5,2,Friendly,Home City,Japan,false
2021-06-27,Australia,Ecuador,3,0,WC Qualifier,Home City,Australia,false
2019-10-22,Denmark,France,1,0,World Cup,Dubai,Denmark,true
2019-07-09,South Korea,Panama,1,2,Friendly,Home City,South Korea,false
2023-06-08,Japan,Germany,0,3,WC Qualifier,Home City,Japan,false
2020-09-18,Wales,Spain,1,1,Nations League,Home City,Wales,false
2021-01-18,Cameroon,Egypt,0,3,Nations League,Home City,Cameroon,false
2023-05-03,Argentina,Austria,1,1,Continental Cup,Home City,Argentina,false
2023-03-05,Cameroon,Portugal,1,2,Continental Cup,Home City,Cameroon,false
2020-03-18,Morocco,Ecuador,2,1,WC Qualifier,Home City,Morocco,false
2018-09-10,Austria,Germany,0,1,World Cup,Doha,Austria,true
2024-12-27,Denmark,Canada,1,0,Friendly,Home City,Denmark,false
2018-02-07,Costa Rica,Italy,0,2,World Cup,Dubai,Costa Rica,true
2025-04-28,Tunisia,Denmark,0,2,Friendly,Home City,Tunisia,false
2018-03-03,Portugal,Ivory Coast,1,0,WC Qualifier,Home City,Portugal,false
2023-01-05,New Zealand,Iraq,3,1,Friendly,Home City,New Zealand,false
2020-11-02,Switzerland,England,0,4,WC Qualifier,Home City,Switzerland,false
2018-08-15,Qatar,Argentina,0,0,Nations League,Home City,Qatar,false
2019-11-27,Panama,Uruguay,0,4,World Cup,London,Panama,true
2025-10-02,New Zealand,Australia,1,4,World Cup,New York,New Zealand,true
2018-09-03,Tunisia,France,2,2,Nations League,Home City,Tunisia,false
2020-08-19,Brazil,Colombia,2,0,WC Qualifier,Home City,Brazil,false
2026-04-08,Australia,Switzerland,2,0,Continental Cup,Home City,Australia,false
2026-02-25,Cameroon,Colombia,0,3,WC Qualifier,Home City,Cameroon,false
2018-05-13,New Zealand,Belgium,1,3,Friendly,Home City,New Zealand,false
2022-01-12,Sweden,Costa Rica,1,1,World Cup,Doha,Sweden,true
2023-09-16,Iran,South Korea,0,1,Nations League,Home City,Iran,false
2020-03-10,Egypt,Peru,3,0,WC Qualifier,Home City,Egypt,false
2020-03-11,Cameroon,Switzerland,1,2,Friendly,Home City,Cameroon,false
2025-03-30,Morocco,Wales,2,0,Friendly,Home City,Morocco,false
2022-11-25,USA,Qatar,2,1,Friendly,Home City,USA,false
2024-06-07,Morocco,Qatar,3,0,World Cup,Sydney,Morocco,true
2021-05-08,Netherlands,Serbia,0,1,Friendly,Home City,Netherlands,false
2024-03-13,Netherlands,Panama,2,0,Friendly,Home City,Netherlands,false
2019-08-07,Belgium,South Africa,2,1,World Cup,London,Belgium,true
2022-03-03,Tunisia,Wales,2,0,Nations League,Home City,Tunisia,false
2019-06-01,Morocco,Wales,4,1,World Cup,Sydney,Morocco,true
2025-06-24,Egypt,United Arab Emirates,0,1,World Cup,New York,Egypt,true
2024-04-21,Paraguay,Croatia,0,1,Nations League,Home City,Paraguay,false
2021-03-31,Paraguay,Senegal,1,3,Nations League,Home City,Paraguay,false
2019-02-27,Italy,France,0,3,Nations League,Home City,Italy,false
2020-08-30,Switzerland,Qatar,1,2,Continental Cup,Home City,Switzerland,false
2026-03-09,Austria,Netherlands,3,0,Friendly,Home City,Austria,false
2018-08-14,Serbia,South Korea,2,0,Continental Cup,Home City,Serbia,false
2026-03-30,Algeria,Panama,6,2,Nations League,Home City,Algeria,false
2021-06-06,United Arab Emirates,Norway,0,1,World Cup,New York,United Arab Emirates,true
2018-06-06,USA,Tunisia,2,1,Nations League,Home City,USA,false
2022-09-18,France,United Arab Emirates,4,0,World Cup,Dubai,France,true
2021-10-24,Switzerland,Australia,0,0,Friendly,Home City,Switzerland,false
2022-04-16,Serbia,South Korea,2,0,Nations League,Home City,Serbia,false
2019-10-12,Netherlands,Senegal,0,0,Nations League,Home City,Netherlands,false
2026-04-13,Tunisia,Saudi Arabia,1,1,Nations League,Home City,Tunisia,false
2018-04-14,Costa Rica,Belgium,0,2,Nations League,Home City,Costa Rica,false
2024-03-19,Mexico,Germany,3,1,Nations League,Home City,Mexico,false
2022-04-15,Mexico,Uruguay,1,1,Nations League,Home City,Mexico,false
2024-10-14,Norway,Croatia,1,0,Friendly,Home City,Norway,false
2025-10-10,Italy,Saudi Arabia,3,1,Nations League,Home City,Italy,false
2025-05-06,Argentina,Denmark,0,0,WC Qualifier,Home City,Argentina,false
2021-03-14,Wales,Morocco,2,0,WC Qualifier,Home City,Wales,false
2021-12-24,Algeria,Ecuador,3,2,World Cup,Berlin,Algeria,true
2023-04-12,USA,Germany,0,3,Nations League,Home City,USA,false
2023-09-07,Jamaica,Serbia,0,0,World Cup,Berlin,Jamaica,true
2023-03-07,Canada,Qatar,0,1,World Cup,Dubai,Canada,true
2026-05-22,France,USA,3,0,Continental Cup,Home City,France,false
2018-06-03,United Arab Emirates,Paraguay,1,2,World Cup,Madrid,United Arab Emirates,true
2023-12-03,Egypt,Jamaica,1,1,WC Qualifier,Home City,Egypt,false
2023-10-18,Netherlands,Mexico,2,0,WC Qualifier,Home City,Netherlands,false
2023-07-21,England,Switzerland,4,1,Continental Cup,Home City,England,false
2023-01-24,Belgium,Peru,2,0,Friendly,Home City,Belgium,false
2022-11-25,New Zealand,Cameroon,2,0,Nations League,Home City,New Zealand,false
2023-04-09,Serbia,Chile,1,1,Friendly,Home City,Serbia,false
2020-10-25,Iraq,Austria,0,2,WC Qualifier,Home City,Iraq,false
2019-10-27,Austria,Morocco,0,0,World Cup,Madrid,Austria,true
2025-05-02,New Zealand,Croatia,0,1,Continental Cup,Home City,New Zealand,false
2025-01-09,Netherlands,Austria,1,1,World Cup,Sydney,Netherlands,true
2026-05-30,South Africa,New Zealand,2,1,WC Qualifier,Home City,South Africa,false
2021-08-05,Germany,Ivory Coast,4,0,World Cup,New York,Germany,true
2022-02-11,Iraq,Chile,2,0,World Cup,Paris,Iraq,true
2022-11-04,Ecuador,Qatar,2,0,Friendly,Home City,Ecuador,false
2026-05-23,Mexico,Belgium,0,2,Nations League,Home City,Mexico,false
2023-02-14,Germany,Japan,1,0,World Cup,Madrid,Germany,true
2019-03-26,Peru,Senegal,0,2,World Cup,New York,Peru,true
2021-06-06,New Zealand,France,1,2,Continental Cup,Home City,New Zealand,false
2021-11-03,Netherlands,Argentina,0,1,Friendly,Home City,Netherlands,false
2021-12-21,Morocco,Serbia,2,0,WC Qualifier,Home City,Morocco,false
2021-09-23,South Korea,Cameroon,2,1,Friendly,Home City,South Korea,false
2024-07-15,Australia,Senegal,2,3,Friendly,Home City,Australia,false
2026-03-12,USA,Cameroon,2,0,Continental Cup,Home City,USA,false
2023-09-06,Egypt,Germany,0,2,Friendly,Home City,Egypt,false
2019-05-08,Senegal,Uruguay,2,2,Continental Cup,Home City,Senegal,false
2019-10-29,Japan,Costa Rica,4,0,Continental Cup,Home City,Japan,false
2025-07-23,South Korea,Germany,0,3,Friendly,Home City,South Korea,false
2025-12-25,Mexico,Cameroon,2,2,Nations League,Home City,Mexico,false
2020-11-17,Serbia,Chile,4,1,Friendly,Home City,Serbia,false
2020-08-02,Chile,Serbia,1,1,Friendly,Home City,Chile,false
2023-02-22,Switzerland,Colombia,1,0,WC Qualifier,Home City,Switzerland,false
2023-12-04,Egypt,Tunisia,1,0,World Cup,Madrid,Egypt,true
2020-02-23,Austria,Uruguay,1,2,Friendly,Home City,Austria,false
2019-10-08,Brazil,Iraq,4,0,WC Qualifier,Home City,Brazil,false
2021-11-01,Costa Rica,Switzerland,0,1,Friendly,Home City,Costa Rica,false
2019-02-01,Portugal,Denmark,1,0,Friendly,Home City,Portugal,false
2023-06-10,Ivory Coast,Italy,1,2,World Cup,Paris,Ivory Coast,true
2019-06-13,Sweden,Nigeria,0,1,World Cup,Berlin,Sweden,true
2020-08-01,Netherlands,Algeria,3,0,WC Qualifier,Home City,Netherlands,false
2025-08-09,Argentina,United Arab Emirates,3,1,WC Qualifier,Home City,Argentina,false
2018-04-24,Mexico,Portugal,4,1,Nations League,Home City,Mexico,false
2023-12-18,Ivory Coast,Peru,1,0,Friendly,Home City,Ivory Coast,false
2024-06-24,Croatia,Uruguay,4,0,Nations League,Home City,Croatia,false
2020-09-10,New Zealand,Paraguay,3,2,World Cup,London,New Zealand,true
2024-04-21,Nigeria,Spain,1,0,Nations League,Home City,Nigeria,false
2025-07-12,Mexico,Croatia,2,1,Nations League,Home City,Mexico,false
2022-11-07,England,Egypt,5,1,Nations League,Home City,England,false
2020-08-23,Iran,Ivory Coast,2,3,Friendly,Home City,Iran,false
2019-01-24,Uruguay,Iran,3,0,Nations League,Home City,Uruguay,false
2023-12-01,Sweden,Colombia,2,0,Nations League,Home City,Sweden,false
2024-02-13,Italy,Morocco,2,1,Continental Cup,Home City,Italy,false
2023-04-17,Switzerland,Qatar,3,0,Friendly,Home City,Switzerland,false
2020-02-08,Norway,Croatia,0,0,Nations League,Home City,Norway,false
2020-07-22,Egypt,Cameroon,3,1,World Cup,Madrid,Egypt,true
2020-05-07,Colombia,Netherlands,1,2,World Cup,Doha,Colombia,true
2019-09-23,Morocco,Ecuador,2,0,WC Qualifier,Home City,Morocco,false
2024-11-16,Denmark,Norway,2,0,Nations League,Home City,Denmark,false
2025-08-27,United Arab Emirates,Australia,2,0,Nations League,Home City,United Arab Emirates,false
2021-01-28,Tunisia,Panama,4,1,Continental Cup,Home City,Tunisia,false
2020-02-10,Colombia,Cameroon,5,2,Continental Cup,Home City,Colombia,false
2018-09-18,Canada,Australia,1,2,Nations League,Home City,Canada,false
2024-05-15,Italy,Nigeria,0,0,Continental Cup,Home City,Italy,false
2018-01-03,South Korea,Argentina,0,4,World Cup,Doha,South Korea,true
2021-02-19,Germany,France,2,2,WC Qualifier,Home City,Germany,false
2024-06-21,Germany,Ivory Coast,1,0,WC Qualifier,Home City,Germany,false
2025-06-18,Jamaica,Sweden,1,0,Continental Cup,Home City,Jamaica,false
2023-10-04,Paraguay,Morocco,2,3,WC Qualifier,Home City,Paraguay,false
2025-04-24,Qatar,Costa Rica,1,0,Continental Cup,Home City,Qatar,false
2024-06-03,Ivory Coast,United Arab Emirates,0,1,WC Qualifier,Home City,Ivory Coast,false
2025-12-21,Colombia,Saudi Arabia,4,0,WC Qualifier,Home City,Colombia,false
2024-11-11,Portugal,Croatia,1,0,Friendly,Home City,Portugal,false
2023-02-23,Tunisia,Brazil,0,3,Friendly,Home City,Tunisia,false
2019-11-25,Peru,Chile,1,1,Nations League,Home City,Peru,false
2018-01-28,Panama,Ivory Coast,2,2,World Cup,London,Panama,true
2021-07-22,Canada,Norway,1,1,Friendly,Home City,Canada,false
2018-02-05,Paraguay,Jamaica,1,2,WC Qualifier,Home City,Paraguay,false
2018-06-16,Peru,Morocco,3,1,Nations League,Home City,Peru,false
2021-09-15,Portugal,Paraguay,8,0,World Cup,Dubai,Portugal,true
2025-09-27,South Korea,England,1,1,Friendly,Home City,South Korea,false
2018-10-20,France,Qatar,6,1,Continental Cup,Home City,France,false
2021-06-29,Saudi Arabia,Peru,1,1,Nations League,Home City,Saudi Arabia,false
2023-11-30,Croatia,Netherlands,0,0,Continental Cup,Home City,Croatia,false
2018-05-12,Belgium,Norway,1,1,Continental Cup,Home City,Belgium,false
2023-01-20,Qatar,Nigeria,0,0,World Cup,Madrid,Qatar,true
2021-07-30,Qatar,France,0,1,WC Qualifier,Home City,Qatar,false
2019-04-19,Iran,Austria,0,1,WC Qualifier,Home City,Iran,false
2025-01-06,Paraguay,Costa Rica,0,0,Continental Cup,Home City,Paraguay,false
2018-07-08,Senegal,Switzerland,1,1,Friendly,Home City,Senegal,false
2023-11-03,Tunisia,Denmark,1,0,World Cup,Madrid,Tunisia,true
2023-07-22,Japan,New Zealand,2,0,WC Qualifier,Home City,Japan,false
2023-10-24,United Arab Emirates,France,0,0,WC Qualifier,Home City,United Arab Emirates,false
2021-06-13,Costa Rica,Argentina,0,3,Nations League,Home City,Costa Rica,false
2024-08-05,Costa Rica,Japan,3,0,Friendly,Home City,Costa Rica,false
2023-06-15,Saudi Arabia,Algeria,4,1,World Cup,Sydney,Saudi Arabia,true
2019-06-06,Canada,United Arab Emirates,1,0,WC Qualifier,Home City,Canada,false
2018-03-21,Canada,Peru,3,2,Continental Cup,Home City,Canada,false
2024-10-09,South Korea,Colombia,3,2,Continental Cup,Home City,South Korea,false
2025-10-23,Algeria,Argentina,1,0,Continental Cup,Home City,Algeria,false
2020-06-11,Mexico,Denmark,3,1,Nations League,Home City,Mexico,false
2024-09-01,Tunisia,USA,1,0,Nations League,Home City,Tunisia,false
2022-08-03,Japan,Spain,0,2,Continental Cup,Home City,Japan,false
2024-12-16,Paraguay,Panama,2,0,Nations League,Home City,Paraguay,false
2018-07-25,Switzerland,Denmark,2,1,Friendly,Home City,Switzerland,false
2019-11-24,Ivory Coast,USA,0,0,Nations League,Home City,Ivory Coast,false
2018-08-29,Peru,Chile,5,1,World Cup,Doha,Peru,true
2023-06-22,Netherlands,Australia,1,0,Nations League,Home City,Netherlands,false
2022-02-23,Italy,Netherlands,3,1,WC Qualifier,Home City,Italy,false
2018-01-22,Norway,Tunisia,1,0,World Cup,Dubai,Norway,true
2025-02-10,Qatar,Belgium,1,0,Nations League,Home City,Qatar,false
